question|context|answer|sql_generado
What is the 3 most common cloud cover rates in the region of zip code 94107?|CREATE TABLE weather (cloud_cover VARCHAR, zip_code VARCHAR)|SELECT cloud_cover FROM weather WHERE zip_code = 94107 GROUP BY cloud_cover ORDER BY COUNT(*) DESC LIMIT 3|SELECT cloud_cover FROM weather WHERE zip_code = '94107' GROUP BY cloud_cover ORDER BY COUNT(*) DESC LIMIT 3
What is the zip code in which the average mean sea level pressure is the lowest?|CREATE TABLE weather (zip_code VARCHAR, mean_sea_level_pressure_inches INTEGER)|SELECT zip_code FROM weather GROUP BY zip_code ORDER BY AVG(mean_sea_level_pressure_inches) LIMIT 1|SELECT zip_code FROM weather GROUP BY zip_code ORDER BY AVG(mean_sea_level_pressure_inches) ASC LIMIT 1
What is the average bike availability in stations that are not located in Palo Alto?|CREATE TABLE status (bikes_available INTEGER, station_id VARCHAR, id VARCHAR, city VARCHAR); CREATE TABLE station (bikes_available INTEGER, station_id VARCHAR, id VARCHAR, city VARCHAR)|"SELECT AVG(bikes_available) FROM status WHERE NOT station_id IN (SELECT id FROM station WHERE city = ""Palo Alto"")"|SELECT AVG(bikes_available) FROM station WHERE city <> 'Palo Alto'
What is the average longitude of stations that never had bike availability more than 10?|CREATE TABLE station (long INTEGER, id VARCHAR, station_id VARCHAR, bikes_available INTEGER); CREATE TABLE status (long INTEGER, id VARCHAR, station_id VARCHAR, bikes_available INTEGER)|SELECT AVG(long) FROM station WHERE NOT id IN (SELECT station_id FROM status GROUP BY station_id HAVING MAX(bikes_available) > 10)|SELECT AVG(T1.long) FROM station AS T1 JOIN status AS T2 ON T1.station_id = T2.station_id WHERE T1.station_id NOT IN (SELECT station_id FROM status WHERE bikes_available > 10)
When and in what zip code did max temperature reach 80?|CREATE TABLE weather (date VARCHAR, zip_code VARCHAR, max_temperature_f VARCHAR)|SELECT date, zip_code FROM weather WHERE max_temperature_f >= 80|SELECT date, zip_code FROM weather WHERE max_temperature_f = '80'
Give me ids for all the trip that took place in a zip code area with average mean temperature above 60.|CREATE TABLE trip (id VARCHAR, zip_code VARCHAR); CREATE TABLE weather (zip_code VARCHAR, mean_temperature_f INTEGER)|SELECT T1.id FROM trip AS T1 JOIN weather AS T2 ON T1.zip_code = T2.zip_code GROUP BY T2.zip_code HAVING AVG(T2.mean_temperature_f) > 60|SELECT T1.id FROM trip AS T1 JOIN weather AS T2 ON T1.zip_code = T2.zip_code WHERE T2.mean_temperature_f > 60
For each zip code, return how many times max wind speed reached 25?|CREATE TABLE weather (zip_code VARCHAR, max_wind_Speed_mph VARCHAR)|SELECT zip_code, COUNT(*) FROM weather WHERE max_wind_Speed_mph >= 25 GROUP BY zip_code|SELECT zip_code, COUNT(*) FROM weather WHERE max_wind_Speed_mph = '25' GROUP BY zip_code
On which day and in which zip code was the min dew point lower than any day in zip code 94107?|CREATE TABLE weather (date VARCHAR, zip_code VARCHAR, min_dew_point_f INTEGER)|SELECT date, zip_code FROM weather WHERE min_dew_point_f < (SELECT MIN(min_dew_point_f) FROM weather WHERE zip_code = 94107)|SELECT date, zip_code FROM weather WHERE min_dew_point_f < (SELECT MIN(min_dew_point_f) FROM weather WHERE zip_code = '94107')
For each trip, return its ending station's installation date.|CREATE TABLE station (installation_date VARCHAR, id VARCHAR); CREATE TABLE trip (id VARCHAR, end_station_id VARCHAR)|SELECT T1.id, T2.installation_date FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id|SELECT T1.installation_date FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.end_station_id
Which trip started from the station with the largest dock count? Give me the trip id.|CREATE TABLE trip (id VARCHAR, start_station_id VARCHAR); CREATE TABLE station (id VARCHAR, dock_count VARCHAR)|SELECT T1.id FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id ORDER BY T2.dock_count DESC LIMIT 1|SELECT T1.id FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id WHERE T2.dock_count = (SELECT MAX(dock_count) FROM station)
Count the number of trips that did not end in San Francisco city.|CREATE TABLE trip (end_station_id VARCHAR); CREATE TABLE station (id VARCHAR, city VARCHAR)|"SELECT COUNT(*) FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id WHERE T2.city <> ""San Francisco"""|SELECT COUNT(T1.end_station_id) FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id WHERE T2.city <> 'San Francisco'
In zip code 94107, on which day neither Fog nor Rain was not observed?|CREATE TABLE weather (date VARCHAR, EVENTS VARCHAR, zip_code VARCHAR)|"SELECT date FROM weather WHERE zip_code = 94107 AND EVENTS <> ""Fog"" AND EVENTS <> ""Rain"""|SELECT date FROM weather WHERE zip_code = '94107' AND EVENTS <> 'Fog' AND EVENTS <> 'Rain'
What are the ids of stations that have latitude above 37.4 and never had bike availability below 7?|CREATE TABLE status (id VARCHAR, station_id VARCHAR, lat INTEGER, bikes_available INTEGER); CREATE TABLE station (id VARCHAR, station_id VARCHAR, lat INTEGER, bikes_available INTEGER)|SELECT id FROM station WHERE lat > 37.4 EXCEPT SELECT station_id FROM status GROUP BY station_id HAVING MIN(bikes_available) < 7|SELECT DISTINCT T1.station_id FROM station AS T1 JOIN status AS T2 ON T1.station_id = T2.station_id WHERE T1.lat > 37.4 AND T2.bikes_available >= 7
What are names of stations that have average bike availability above 10 and are not located in San Jose city?|CREATE TABLE station (name VARCHAR, id VARCHAR); CREATE TABLE status (station_id VARCHAR); CREATE TABLE station (name VARCHAR, city VARCHAR, bikes_available INTEGER)|"SELECT T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id GROUP BY T2.station_id HAVING AVG(bikes_available) > 10 EXCEPT SELECT name FROM station WHERE city = ""San Jose"""|SELECT name FROM station WHERE city <> 'San Jose' AND bikes_available > 10
What are the name, latitude, and city of the station with the lowest latitude?|CREATE TABLE station (name VARCHAR, lat VARCHAR, city VARCHAR)|SELECT name, lat, city FROM station ORDER BY lat LIMIT 1|SELECT name, lat, city FROM station ORDER BY lat ASC LIMIT 1
What are the date, mean temperature and mean humidity for the top 3 days with the largest max gust speeds?|CREATE TABLE weather (date VARCHAR, mean_temperature_f VARCHAR, mean_humidity VARCHAR, max_gust_speed_mph VARCHAR)|SELECT date, mean_temperature_f, mean_humidity FROM weather ORDER BY max_gust_speed_mph DESC LIMIT 3|SELECT date, mean_temperature_f, mean_humidity FROM weather ORDER BY CAST(max_gust_speed_mph AS DECIMAL) DESC LIMIT 3
List the name and the number of stations for all the cities that have at least 15 stations.|CREATE TABLE station (city VARCHAR)|SELECT city, COUNT(*) FROM station GROUP BY city HAVING COUNT(*) >= 15|SELECT city, COUNT(*) FROM station GROUP BY city HAVING COUNT(*) >= 15
Find the ids and names of stations from which at least 200 trips started.|CREATE TABLE trip (start_station_id VARCHAR, start_station_name VARCHAR)|SELECT start_station_id, start_station_name FROM trip GROUP BY start_station_name HAVING COUNT(*) >= 200|SELECT start_station_id, start_station_name FROM trip GROUP BY start_station_id, start_station_name HAVING COUNT(*) >= 200
Find the zip code in which the average mean visibility is lower than 10.|CREATE TABLE weather (zip_code VARCHAR, mean_visibility_miles INTEGER)|SELECT zip_code FROM weather GROUP BY zip_code HAVING AVG(mean_visibility_miles) < 10|SELECT zip_code FROM weather GROUP BY zip_code HAVING AVG(mean_visibility_miles) < 10
List all the cities in a decreasing order of each city's stations' highest latitude.|CREATE TABLE station (city VARCHAR, lat INTEGER)|SELECT city FROM station GROUP BY city ORDER BY MAX(lat) DESC|SELECT city FROM station ORDER BY lat DESC
What are the dates that had the top 5 cloud cover rates? Also tell me the cloud cover rate.|CREATE TABLE weather (date VARCHAR, cloud_cover VARCHAR)|SELECT date, cloud_cover FROM weather ORDER BY cloud_cover DESC LIMIT 5|SELECT date, cloud_cover FROM weather ORDER BY cloud_cover DESC LIMIT 5
What are the ids and durations of the trips with the top 3 durations?|CREATE TABLE trip (id VARCHAR, duration VARCHAR)|SELECT id, duration FROM trip ORDER BY duration DESC LIMIT 3|SELECT id, duration FROM trip ORDER BY duration DESC LIMIT 3
For each station, return its longitude and the average duration of trips that started from the station.|CREATE TABLE station (name VARCHAR, long VARCHAR, id VARCHAR); CREATE TABLE trip (duration INTEGER, start_station_id VARCHAR)|SELECT T1.name, T1.long, AVG(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id GROUP BY T2.start_station_id|SELECT T1.long, AVG(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id GROUP BY T1.id
For each station, find its latitude and the minimum duration of trips that ended at the station.|CREATE TABLE trip (duration INTEGER, end_station_id VARCHAR); CREATE TABLE station (name VARCHAR, lat VARCHAR, id VARCHAR)|SELECT T1.name, T1.lat, MIN(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.end_station_id GROUP BY T2.end_station_id|SELECT T2.lat, MIN(T1.duration) FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id GROUP BY T2.id
List all the distinct stations from which a trip of duration below 100 started.|CREATE TABLE trip (start_station_name VARCHAR, duration INTEGER)|SELECT DISTINCT start_station_name FROM trip WHERE duration < 100|SELECT DISTINCT start_station_name FROM trip WHERE duration < 100
Find all the zip codes in which the max dew point have never reached 70.|CREATE TABLE weather (zip_code VARCHAR, max_dew_point_f VARCHAR)|SELECT DISTINCT zip_code FROM weather EXCEPT SELECT DISTINCT zip_code FROM weather WHERE max_dew_point_f >= 70|SELECT zip_code FROM weather WHERE max_dew_point_f <> '70'
Find the id for the trips that lasted at least as long as the average duration of trips in zip code 94103.|CREATE TABLE trip (id VARCHAR, duration INTEGER, zip_code VARCHAR)|SELECT id FROM trip WHERE duration >= (SELECT AVG(duration) FROM trip WHERE zip_code = 94103)|SELECT id FROM trip WHERE duration >= (SELECT AVG(duration) FROM trip WHERE zip_code = '94103')
What are the dates in which the mean sea level pressure was between 30.3 and 31?|CREATE TABLE weather (date VARCHAR, mean_sea_level_pressure_inches INTEGER)|SELECT date FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31|SELECT date FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31
Find the day in which the difference between the max temperature and min temperature was the smallest. Also report the difference.|CREATE TABLE weather (date VARCHAR, max_temperature_f VARCHAR, min_temperature_f VARCHAR)|SELECT date, max_temperature_f - min_temperature_f FROM weather ORDER BY max_temperature_f - min_temperature_f LIMIT 1|SELECT date, CAST(max_temperature_f AS REAL) - CAST(min_temperature_f AS REAL) AS temperature_difference FROM weather ORDER BY temperature_difference ASC LIMIT 1
What are the id and name of the stations that have ever had more than 12 bikes available?|CREATE TABLE station (id VARCHAR, name VARCHAR); CREATE TABLE status (station_id VARCHAR, bikes_available INTEGER)|SELECT DISTINCT T1.id, T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id WHERE T2.bikes_available > 12|SELECT T1.id, T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id WHERE T2.bikes_available > 12 GROUP BY T1.id, T1.name
Give me the zip code where the average mean humidity is below 70 and at least 100 trips took place.|CREATE TABLE weather (zip_code VARCHAR, mean_humidity INTEGER); CREATE TABLE trip (zip_code VARCHAR, mean_humidity INTEGER)|SELECT zip_code FROM weather GROUP BY zip_code HAVING AVG(mean_humidity) < 70 INTERSECT SELECT zip_code FROM trip GROUP BY zip_code HAVING COUNT(*) >= 100|SELECT zip_code FROM weather WHERE mean_humidity < 70 INTERSECT SELECT zip_code FROM trip GROUP BY zip_code HAVING COUNT(*) >= 100
What are the names of stations that are located in Palo Alto city but have never been the ending point of trips more than 100 times?|CREATE TABLE trip (name VARCHAR, end_station_name VARCHAR, city VARCHAR); CREATE TABLE station (name VARCHAR, end_station_name VARCHAR, city VARCHAR)|"SELECT name FROM station WHERE city = ""Palo Alto"" EXCEPT SELECT end_station_name FROM trip GROUP BY end_station_name HAVING COUNT(*) > 100"|SELECT name FROM station WHERE city = 'Palo Alto' EXCEPT SELECT T1.end_station_name FROM trip AS T1 GROUP BY T1.end_station_name HAVING COUNT(*) > 100
How many trips started from Mountain View city and ended at Palo Alto city?|CREATE TABLE station (city VARCHAR, id VARCHAR); CREATE TABLE trip (end_station_id VARCHAR, id VARCHAR); CREATE TABLE station (id VARCHAR, city VARCHAR); CREATE TABLE trip (start_station_id VARCHAR, id VARCHAR)|"SELECT COUNT(*) FROM station AS T1 JOIN trip AS T2 JOIN station AS T3 JOIN trip AS T4 ON T1.id = T2.start_station_id AND T2.id = T4.id AND T3.id = T4.end_station_id WHERE T1.city = ""Mountain View"" AND T3.city = ""Palo Alto"""|SELECT COUNT(T1.id) FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id JOIN station AS T3 ON T1.end_station_id = T3.id WHERE T2.city = 'Mountain View' AND T3.city = 'Palo Alto'
What is the average latitude and longitude of the starting points of all trips?|CREATE TABLE trip (start_station_id VARCHAR); CREATE TABLE station (lat INTEGER, long INTEGER, id VARCHAR)|SELECT AVG(T1.lat), AVG(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id|SELECT AVG(T2.lat), AVG(T2.long) FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id
How many books are there?|CREATE TABLE book (Id VARCHAR)|SELECT COUNT(*) FROM book|SELECT COUNT(*) FROM book
List the writers of the books in ascending alphabetical order.|CREATE TABLE book (Writer VARCHAR)|SELECT Writer FROM book ORDER BY Writer|SELECT Writer FROM book ORDER BY Writer ASC
List the titles of the books in ascending order of issues.|CREATE TABLE book (Title VARCHAR, Issues VARCHAR)|SELECT Title FROM book ORDER BY Issues|SELECT Title FROM book ORDER BY Issues ASC
"What are the titles of the books whose writer is not ""Elaine Lee""?"|CREATE TABLE book (Title VARCHAR, Writer VARCHAR)|"SELECT Title FROM book WHERE Writer <> ""Elaine Lee"""|SELECT Title FROM book WHERE Writer <> 'Elaine Lee'
What are the title and issues of the books?|CREATE TABLE book (Title VARCHAR, Issues VARCHAR)|SELECT Title, Issues FROM book|SELECT Title, Issues FROM book
What are the dates of publications in descending order of price?|CREATE TABLE publication (Publication_Date VARCHAR, Price VARCHAR)|SELECT Publication_Date FROM publication ORDER BY Price DESC|SELECT Publication_Date FROM publication ORDER BY CAST(Price AS DECIMAL) DESC
What are the distinct publishers of publications with price higher than 5000000?|CREATE TABLE publication (Publisher VARCHAR, Price INTEGER)|SELECT DISTINCT Publisher FROM publication WHERE Price > 5000000|SELECT DISTINCT Publisher FROM publication WHERE Price > 5000000
List the publisher of the publication with the highest price.|CREATE TABLE publication (Publisher VARCHAR, Price VARCHAR)|SELECT Publisher FROM publication ORDER BY Price DESC LIMIT 1|SELECT Publisher FROM publication ORDER BY CAST(Price AS DECIMAL) DESC LIMIT 1
List the publication dates of publications with 3 lowest prices.|CREATE TABLE publication (Publication_Date VARCHAR, Price VARCHAR)|SELECT Publication_Date FROM publication ORDER BY Price LIMIT 3|SELECT Publication_Date FROM publication ORDER BY CAST(Price AS DECIMAL) ASC LIMIT 3
Show the title and publication dates of books.|CREATE TABLE book (Title VARCHAR, Book_ID VARCHAR); CREATE TABLE publication (Publication_Date VARCHAR, Book_ID VARCHAR)|SELECT T1.Title, T2.Publication_Date FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID|SELECT T1.Title, T2.Publication_Date FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID
Show writers who have published a book with price more than 4000000.|CREATE TABLE publication (Book_ID VARCHAR, Price INTEGER); CREATE TABLE book (Writer VARCHAR, Book_ID VARCHAR)|SELECT T1.Writer FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID WHERE T2.Price > 4000000|SELECT T2.Writer FROM publication AS T1 JOIN book AS T2 ON T1.Book_ID = T2.Book_ID WHERE T1.Price > 4000000
Show the titles of books in descending order of publication price.|CREATE TABLE publication (Book_ID VARCHAR, Price VARCHAR); CREATE TABLE book (Title VARCHAR, Book_ID VARCHAR)|SELECT T1.Title FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID ORDER BY T2.Price DESC|SELECT T2.Title FROM publication AS T1 JOIN book AS T2 ON T1.Book_ID = T2.Book_ID ORDER BY T1.Price DESC
Show publishers that have more than one publication.|CREATE TABLE publication (Publisher VARCHAR)|SELECT Publisher FROM publication GROUP BY Publisher HAVING COUNT(*) > 1|SELECT Publisher FROM publication GROUP BY Publisher HAVING COUNT(*) > 1
Show different publishers together with the number of publications they have.|CREATE TABLE publication (Publisher VARCHAR)|SELECT Publisher, COUNT(*) FROM publication GROUP BY Publisher|SELECT Publisher, COUNT(*) FROM publication GROUP BY Publisher
Please show the most common publication date.|CREATE TABLE publication (Publication_Date VARCHAR)|SELECT Publication_Date FROM publication GROUP BY Publication_Date ORDER BY COUNT(*) DESC LIMIT 1|SELECT Publication_Date FROM publication GROUP BY Publication_Date ORDER BY COUNT(*) DESC LIMIT 1
List the writers who have written more than one book.|CREATE TABLE book (Writer VARCHAR)|SELECT Writer FROM book GROUP BY Writer HAVING COUNT(*) > 1|SELECT Writer FROM book GROUP BY Writer HAVING COUNT(*) > 1
List the titles of books that are not published.|CREATE TABLE book (Title VARCHAR, Book_ID VARCHAR); CREATE TABLE publication (Title VARCHAR, Book_ID VARCHAR)|SELECT Title FROM book WHERE NOT Book_ID IN (SELECT Book_ID FROM publication)|SELECT Title FROM book EXCEPT SELECT Title FROM publication
Show the publishers that have publications with price higher than 10000000 and publications with price lower than 5000000.|CREATE TABLE publication (Publisher VARCHAR, Price INTEGER)|SELECT Publisher FROM publication WHERE Price > 10000000 INTERSECT SELECT Publisher FROM publication WHERE Price < 5000000|SELECT Publisher FROM publication WHERE Price > 10000000 INTERSECT SELECT Publisher FROM publication WHERE Price < 5000000
What is the number of distinct publication dates?|CREATE TABLE publication (Publication_Date VARCHAR)|SELECT COUNT(DISTINCT Publication_Date) FROM publication|SELECT COUNT(DISTINCT Publication_Date) FROM publication
"Show the prices of publications whose publisher is either ""Person"" or ""Wiley"""|CREATE TABLE publication (Price VARCHAR, Publisher VARCHAR)|"SELECT Price FROM publication WHERE Publisher = ""Person"" OR Publisher = ""Wiley"""|SELECT Price FROM publication WHERE Publisher IN ('Person', 'Wiley')
How many actors are there?|CREATE TABLE actor (Id VARCHAR)|SELECT COUNT(*) FROM actor|SELECT COUNT(*) FROM actor
List the name of actors in ascending alphabetical order.|CREATE TABLE actor (Name VARCHAR)|SELECT Name FROM actor ORDER BY Name|SELECT Name FROM actor ORDER BY Name ASC
What are the characters and duration of actors?|CREATE TABLE actor (Character VARCHAR, Duration VARCHAR)|SELECT Character, Duration FROM actor|SELECT Character, Duration FROM actor
List the name of actors whose age is not 20.|CREATE TABLE actor (Name VARCHAR, Age VARCHAR)|SELECT Name FROM actor WHERE Age <> 20|SELECT Name FROM actor WHERE Age <> '20'
What are the characters of actors in descending order of age?|CREATE TABLE actor (Character VARCHAR, age VARCHAR)|SELECT Character FROM actor ORDER BY age DESC|SELECT Character FROM actor ORDER BY age DESC
What is the duration of the oldest actor?|CREATE TABLE actor (Duration VARCHAR, Age VARCHAR)|SELECT Duration FROM actor ORDER BY Age DESC LIMIT 1|SELECT Duration FROM actor ORDER BY Age DESC LIMIT 1
"What are the names of musicals with nominee ""Bob Fosse""?"|CREATE TABLE musical (Name VARCHAR, Nominee VARCHAR)|"SELECT Name FROM musical WHERE Nominee = ""Bob Fosse"""|SELECT Name FROM musical WHERE Nominee = 'Bob Fosse'
"What are the distinct nominees of the musicals with the award that is not ""Tony Award""?"|CREATE TABLE musical (Nominee VARCHAR, Award VARCHAR)|"SELECT DISTINCT Nominee FROM musical WHERE Award <> ""Tony Award"""|SELECT DISTINCT Nominee FROM musical WHERE Award <> 'Tony Award'
Show names of actors and names of musicals they are in.|CREATE TABLE actor (Name VARCHAR, Musical_ID VARCHAR); CREATE TABLE musical (Name VARCHAR, Musical_ID VARCHAR)|SELECT T1.Name, T2.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID|SELECT T1.Name, T2.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID
"Show names of actors that have appeared in musical with name ""The Phantom of the Opera""."|CREATE TABLE actor (Name VARCHAR, Musical_ID VARCHAR); CREATE TABLE musical (Musical_ID VARCHAR, Name VARCHAR)|"SELECT T1.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID WHERE T2.Name = ""The Phantom of the Opera"""|SELECT T1.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID WHERE T2.Name = 'The Phantom of the Opera'
Show names of actors in descending order of the year their musical is awarded.|CREATE TABLE musical (Musical_ID VARCHAR, Year VARCHAR); CREATE TABLE actor (Name VARCHAR, Musical_ID VARCHAR)|SELECT T1.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID ORDER BY T2.Year DESC|SELECT T2.Name FROM musical AS T1 JOIN actor AS T2 ON T1.Musical_ID = T2.Musical_ID ORDER BY T1.Year DESC
Show names of musicals and the number of actors who have appeared in the musicals.|CREATE TABLE actor (Musical_ID VARCHAR); CREATE TABLE musical (Name VARCHAR, Musical_ID VARCHAR)|SELECT T2.Name, COUNT(*) FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID GROUP BY T1.Musical_ID|SELECT T2.Name, COUNT(T1.Musical_ID) FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID GROUP BY T2.Name
Show names of musicals which have at least three actors.|CREATE TABLE actor (Musical_ID VARCHAR); CREATE TABLE musical (Name VARCHAR, Musical_ID VARCHAR)|SELECT T2.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID = T2.Musical_ID GROUP BY T1.Musical_ID HAVING COUNT(*) >= 3|SELECT T1.Name FROM musical AS T1 JOIN actor AS T2 ON T1.Musical_ID = T2.Musical_ID GROUP BY T1.Musical_ID HAVING COUNT(*) >= 3
Show different nominees and the number of musicals they have been nominated.|CREATE TABLE musical (Nominee VARCHAR)|SELECT Nominee, COUNT(*) FROM musical GROUP BY Nominee|SELECT Nominee, COUNT(*) FROM musical GROUP BY Nominee
Please show the nominee who has been nominated the greatest number of times.|CREATE TABLE musical (Nominee VARCHAR)|SELECT Nominee FROM musical GROUP BY Nominee ORDER BY COUNT(*) DESC LIMIT 1|SELECT Nominee FROM musical GROUP BY Nominee ORDER BY COUNT(*) DESC LIMIT 1
List the most common result of the musicals.|CREATE TABLE musical (RESULT VARCHAR)|SELECT RESULT FROM musical GROUP BY RESULT ORDER BY COUNT(*) DESC LIMIT 1|SELECT RESULT FROM musical GROUP BY RESULT ORDER BY COUNT(*) DESC LIMIT 1
List the nominees that have been nominated more than two musicals.|CREATE TABLE musical (Nominee VARCHAR)|SELECT Nominee FROM musical GROUP BY Nominee HAVING COUNT(*) > 2|SELECT Nominee FROM musical GROUP BY Nominee HAVING COUNT(*) > 2
List the name of musicals that do not have actors.|CREATE TABLE actor (Name VARCHAR, Musical_ID VARCHAR); CREATE TABLE musical (Name VARCHAR, Musical_ID VARCHAR)|SELECT Name FROM musical WHERE NOT Musical_ID IN (SELECT Musical_ID FROM actor)|SELECT T1.Name FROM musical AS T1 LEFT JOIN actor AS T2 ON T1.Musical_ID = T2.Musical_ID WHERE T2.Musical_ID IS NULL
"Show the nominees that have nominated musicals for both ""Tony Award"" and ""Drama Desk Award""."|CREATE TABLE musical (Nominee VARCHAR, Award VARCHAR)|"SELECT Nominee FROM musical WHERE Award = ""Tony Award"" INTERSECT SELECT Nominee FROM musical WHERE Award = ""Drama Desk Award"""|SELECT Nominee FROM musical WHERE Award = 'Tony Award' INTERSECT SELECT Nominee FROM musical WHERE Award = 'Drama Desk Award'
"Show the musical nominee with award ""Bob Fosse"" or ""Cleavant Derricks""."|CREATE TABLE musical (Nominee VARCHAR, Award VARCHAR)|"SELECT Nominee FROM musical WHERE Award = ""Tony Award"" OR Award = ""Cleavant Derricks"""|SELECT Nominee FROM musical WHERE Award IN ('Bob Fosse', 'Cleavant Derricks')
"Find the emails of the user named ""Mary""."|CREATE TABLE user_profiles (email VARCHAR, name VARCHAR)|SELECT email FROM user_profiles WHERE name = 'Mary'|SELECT email FROM user_profiles WHERE name = 'Mary'
"What is the partition id of the user named ""Iron Man""."|CREATE TABLE user_profiles (partitionid VARCHAR, name VARCHAR)|SELECT partitionid FROM user_profiles WHERE name = 'Iron Man'|SELECT partitionid FROM user_profiles WHERE name = 'Iron Man'
How many users are there?|CREATE TABLE user_profiles (Id VARCHAR)|SELECT COUNT(*) FROM user_profiles|SELECT COUNT(*) FROM user_profiles
How many followers does each user have?|CREATE TABLE follows (Id VARCHAR)|SELECT COUNT(*) FROM follows|SELECT Id, COUNT(*) FROM follows GROUP BY Id
Find the number of followers for each user.|CREATE TABLE follows (f1 VARCHAR)|SELECT COUNT(*) FROM follows GROUP BY f1|SELECT f1, COUNT(*) FROM follows GROUP BY f1
Find the number of tweets in record.|CREATE TABLE tweets (Id VARCHAR)|SELECT COUNT(*) FROM tweets|SELECT COUNT(*) FROM tweets
Find the number of users who posted some tweets.|CREATE TABLE tweets (UID VARCHAR)|SELECT COUNT(DISTINCT UID) FROM tweets|SELECT COUNT(DISTINCT UID) FROM tweets
Find the name and email of the user whose name contains the word ‘Swift’.|CREATE TABLE user_profiles (name VARCHAR, email VARCHAR)|SELECT name, email FROM user_profiles WHERE name LIKE '%Swift%'|SELECT name, email FROM user_profiles WHERE name LIKE '%Swift%'
Find the names of users whose emails contain ‘superstar’ or ‘edu’.|CREATE TABLE user_profiles (name VARCHAR, email VARCHAR)|SELECT name FROM user_profiles WHERE email LIKE '%superstar%' OR email LIKE '%edu%'|SELECT name FROM user_profiles WHERE email LIKE '%superstar%' OR email LIKE '%edu%'
Return the text of tweets about the topic 'intern'.|CREATE TABLE tweets (text VARCHAR)|SELECT text FROM tweets WHERE text LIKE '%intern%'|SELECT text FROM tweets WHERE text LIKE '%intern%'
Find the name and email of the users who have more than 1000 followers.|CREATE TABLE user_profiles (name VARCHAR, email VARCHAR, followers INTEGER)|SELECT name, email FROM user_profiles WHERE followers > 1000|SELECT name, email FROM user_profiles WHERE followers > 1000
"Find the names of the users whose number of followers is greater than that of the user named ""Tyler Swift""."|CREATE TABLE follows (f1 VARCHAR); CREATE TABLE user_profiles (name VARCHAR, uid VARCHAR)|SELECT T1.name FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f1 GROUP BY T2.f1 HAVING COUNT(*) > (SELECT COUNT(*) FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f1 WHERE T1.name = 'Tyler Swift')|SELECT T2.name FROM follows AS T1 JOIN user_profiles AS T2 ON T1.f1 = T2.uid WHERE T1.f1 IN (SELECT T1.f1 FROM follows AS T1 JOIN user_profiles AS T2 ON T1.f1 = T2.uid WHERE T2.name = 'Tyler Swift') GROUP BY T1.f1 HAVING COUNT(*) > (SELECT COUNT(*) FROM follows AS T1 JOIN user_profiles AS T2 ON T1.f1 = T2.uid WHERE T2.name = 'Tyler Swift')
Find the name and email for the users who have more than one follower.|CREATE TABLE follows (f1 VARCHAR); CREATE TABLE user_profiles (name VARCHAR, email VARCHAR, uid VARCHAR)|SELECT T1.name, T1.email FROM user_profiles AS T1 JOIN follows AS T2 ON T1.uid = T2.f1 GROUP BY T2.f1 HAVING COUNT(*) > 1|SELECT T2.name, T2.email FROM follows AS T1 JOIN user_profiles AS T2 ON T1.f1 = T2.uid GROUP BY T1.f1 HAVING COUNT(*) > 1
